storage_variant,trigger_policy,quality_id,n,completion,progress,retries,wakes,false_wakes,late_wakes,wasted_wakes,thrash,trigger_precision,trigger_recall,cost_proxy,storage_reads,storage_writes,storage_bytes,storage_age,escalation_event,escalation_failure
LIVE_BELIEF,FAILURE_THRESHOLD,Q07_DUP_OOO,576,1.0,9.875,2.125,1.125,0.0,1.0,0.375,0.5,0.0,0.0,19.5,1.125,1.0,165.0,6.0,0.0,1.125
LIVE_BELIEF,FAILURE_THRESHOLD,Q08_GUARDED,576,0.8125,8.597222,3.402778,1.545139,0.0,1.0,0.982639,0.385417,0.0,0.0,23.118056,1.545139,0.756944,124.927083,7.402778,0.0,1.545139
LIVE_BELIEF,FAILURE_THRESHOLD,Q09_HOSTILE,576,0.25,4.625,7.375,2.0,0.0,1.0,2.0,0.0,0.0,0.0,38.338542,2.0,0.0,0.0,12.0,0.0,2.0
LIVE_BELIEF,HYBRID,Q00_CLEAN,576,1.0,11.375,0.625,4.583333,0.0,0.0,3.833333,0.5,1.0,1.0,32.25,4.583333,1.0,165.0,8.0,1.0,0.375
LIVE_BELIEF,HYBRID,Q01_RECALL75,576,0.8125,9.722222,2.277778,5.28125,0.0,0.243056,4.71875,0.385417,0.756944,0.756944,38.892361,5.28125,0.756944,124.927083,8.916667,0.756944,1.652778
LIVE_BELIEF,HYBRID,Q02_RECALL50,576,0.659722,8.347222,3.652778,5.864583,0.0,0.454861,5.454861,0.277778,0.545139,0.545139,44.401042,5.864583,0.545139,89.935764,9.784722,0.545139,2.722222
LIVE_BELIEF,HYBRID,Q03_RECALL25,576,0.503472,6.947917,5.052083,6.458333,0.0,0.677083,6.204861,0.166667,0.322917,0.322917,49.984375,6.458333,0.322917,53.269097,10.666667,0.322917,3.809028
LIVE_BELIEF,HYBRID,Q04_DELAY1,576,1.0,10.625,1.375,4.583333,0.0,0.0,3.833333,0.5,1.0,1.0,33.75,4.583333,1.0,165.0,7.0,1.0,0.375
LIVE_BELIEF,HYBRID,Q05_DELAY3,576,1.0,9.125,2.875,5.0,0.0,1.0,4.25,0.5,1.0,1.0,39.25,5.0,1.0,165.0,5.0,1.0,1.0
LIVE_BELIEF,HYBRID,Q06_FALSE3,576,1.0,11.375,0.625,5.25,1.0,0.0,4.5,0.5,0.5,1.0,46.75,5.25,4.0,664.5,7.0,2.0,0.375
LIVE_BELIEF,HYBRID,Q07_DUP_OOO,576,1.0,10.625,1.375,5.083333,0.0,0.0,4.333333,0.5,1.0,1.0,43.75,5.083333,3.0,495.0,6.0,2.0,0.125
LIVE_BELIEF,HYBRID,Q08_GUARDED,576,0.8125,8.96875,3.03125,3.947917,0.0,0.243056,3.385417,0.385417,0.756944,0.756944,37.125,3.947917,1.090278,180.427083,7.461806,0.756944,0.763889
LIVE_BELIEF,HYBRID,Q09_HOSTILE,576,0.399306,5.520833,6.479167,2.791667,0.0,1.0,2.642361,0.100694,0.0,0.0,41.970486,2.791667,0.673611,111.559028,9.809028,0.0,1.475694
LIVE_BELIEF,PERIODIC_ONLY,Q00_CLEAN,576,0.5,7.375,4.625,3.666667,0.0,1.0,3.416667,0.166667,0.0,0.0,34.083333,3.666667,0.333333,55.0,10.0,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q01_RECALL75,576,0.440972,6.725694,5.274306,3.666667,0.0,1.0,3.475694,0.135417,0.0,0.0,34.701389,3.666667,0.260417,43.008681,10.4375,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q02_RECALL50,576,0.388889,6.152778,5.847222,3.666667,0.0,1.0,3.527778,0.104167,0.0,0.0,35.237847,3.666667,0.180556,29.826389,10.916667,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q03_RECALL25,576,0.333333,5.541667,6.458333,3.666667,0.0,1.0,3.583333,0.0625,0.0,0.0,35.824653,3.666667,0.100694,16.640625,11.395833,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q04_DELAY1,576,0.5,6.125,5.875,3.666667,0.0,1.0,3.416667,0.166667,0.0,0.0,36.583333,3.666667,0.333333,55.0,11.0,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q05_DELAY3,576,0.5,6.625,5.375,3.666667,0.0,1.0,3.416667,0.166667,0.0,0.0,35.583333,3.666667,0.333333,55.0,9.0,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q06_FALSE3,576,0.5,7.375,4.625,3.666667,0.0,1.0,3.416667,0.166667,0.0,0.0,42.583333,3.666667,1.333333,221.5,9.0,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q07_DUP_OOO,576,0.75,7.875,4.125,3.666667,0.0,1.0,3.166667,0.333333,0.0,0.0,38.75,3.666667,1.0,165.0,9.0,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q08_GUARDED,576,0.621528,7.052083,4.947917,3.666667,0.0,1.0,3.295139,0.25,0.0,0.0,39.010417,3.666667,0.829861,137.418403,7.71875,0.0,0.0
LIVE_BELIEF,PERIODIC_ONLY,Q09_HOSTILE,576,0.388889,5.736111,6.263889,2.0,0.0,1.0,1.861111,0.104167,0.0,0.0,36.810764,2.0,0.694444,115.152778,9.375,0.0,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q00_CLEAN,576,1.0,11.375,0.625,1.0,0.0,0.0,0.25,0.5,1.0,1.0,10.75,1.0,1.0,165.0,8.0,1.0,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q01_RECALL75,576,0.8125,9.722222,2.277778,0.756944,0.0,0.243056,0.194444,0.385417,0.756944,0.756944,11.746528,0.756944,0.756944,124.927083,8.916667,0.756944,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q02_RECALL50,576,0.659722,8.347222,3.652778,0.545139,0.0,0.454861,0.135417,0.277778,0.545139,0.545139,12.484375,0.545139,0.545139,89.935764,9.784722,0.545139,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q03_RECALL25,576,0.503472,6.947917,5.052083,0.322917,0.0,0.677083,0.069444,0.166667,0.322917,0.322917,13.171875,0.322917,0.322917,53.269097,10.666667,0.322917,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q04_DELAY1,576,1.0,10.625,1.375,1.0,0.0,0.0,0.25,0.5,1.0,1.0,12.25,1.0,1.0,165.0,7.0,1.0,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q05_DELAY3,576,1.0,9.125,2.875,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.25,1.0,1.0,165.0,5.0,1.0,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q06_FALSE3,576,1.0,11.375,0.625,2.0,1.0,0.0,1.25,0.5,0.5,1.0,27.25,2.0,4.0,664.5,7.0,2.0,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q07_DUP_OOO,576,1.0,10.75,1.25,2.0,0.0,0.0,1.0,0.75,1.0,1.0,25.0,2.0,3.0,495.0,6.0,2.0,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q08_GUARDED,576,0.8125,8.6875,3.3125,1.756944,1.0,0.0,1.0,0.756944,0.378472,0.756944,25.208333,1.756944,1.756944,291.427083,6.486111,1.756944,0.0
LIVE_EPISODIC,EVENT_DRIVEN,Q09_HOSTILE,576,0.659722,6.708333,5.291667,1.545139,1.0,0.0,1.0,0.545139,0.272569,0.545139,33.987847,1.545139,2.545139,423.116319,5.819444,1.545139,0.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q00_CLEAN,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.5,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q01_RECALL75,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.892361,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q02_RECALL50,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.362847,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q03_RECALL25,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.807292,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q04_DELAY1,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.5,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q05_DELAY3,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.5,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q06_FALSE3,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q07_DUP_OOO,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,18.5,1.0,1.0,165.0,6.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q08_GUARDED,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,17.041667,1.0,0.756944,124.927083,7.402778,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q09_HOSTILE,576,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,21.588542,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,HYBRID,Q00_CLEAN,576,1.0,11.5,0.5,4.5,0.0,0.0,3.5,0.75,1.0,1.0,31.5,4.5,1.0,165.0,8.0,1.0,0.25
LIVE_EPISODIC,HYBRID,Q01_RECALL75,576,1.0,11.125,0.875,4.465278,0.0,0.243056,3.465278,0.822917,0.756944,0.756944,31.190972,4.465278,0.756944,124.927083,8.916667,0.756944,0.4375
LIVE_EPISODIC,HYBRID,Q02_RECALL50,576,1.0,10.819444,1.180556,4.4375,0.0,0.454861,3.4375,0.868056,0.545139,0.545139,30.894097,4.4375,0.545139,89.935764,9.784722,0.545139,0.590278
LIVE_EPISODIC,HYBRID,Q03_RECALL25,576,1.0,10.506944,1.493056,4.409722,0.0,0.677083,3.409722,0.913194,0.322917,0.322917,30.574653,4.409722,0.322917,53.269097,10.666667,0.322917,0.746528
LIVE_EPISODIC,HYBRID,Q04_DELAY1,576,1.0,10.75,1.25,4.5,0.0,0.0,3.5,0.75,1.0,1.0,33.0,4.5,1.0,165.0,7.0,1.0,0.25
LIVE_EPISODIC,HYBRID,Q05_DELAY3,576,1.0,10.0,2.0,5.0,0.0,1.0,4.0,1.0,1.0,1.0,37.5,5.0,1.0,165.0,5.0,1.0,1.0
LIVE_EPISODIC,HYBRID,Q06_FALSE3,576,1.0,11.5,0.5,5.166667,1.0,0.0,4.166667,0.75,0.5,1.0,46.0,5.166667,4.0,664.5,7.0,2.0,0.25
LIVE_EPISODIC,HYBRID,Q07_DUP_OOO,576,1.0,10.75,1.25,5.0,0.0,0.0,4.0,0.75,1.0,1.0,43.0,5.0,3.0,495.0,6.0,2.0,0.0
LIVE_EPISODIC,HYBRID,Q08_GUARDED,576,1.0,10.21875,1.78125,3.701389,0.0,0.243056,2.701389,0.878472,0.756944,0.756944,33.145833,3.701389,1.090278,180.427083,7.461806,0.756944,0.295139
LIVE_EPISODIC,HYBRID,Q09_HOSTILE,576,0.75,8.916667,3.083333,2.541667,0.0,1.0,1.625,0.916667,0.0,0.0,33.678819,2.541667,0.673611,111.559028,9.809028,0.0,0.875
LIVE_EPISODIC,PERIODIC_ONLY,Q00_CLEAN,576,1.0,9.916667,2.083333,3.666667,0.0,1.0,2.666667,0.916667,0.0,0.0,29.0,3.666667,0.333333,55.0,10.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q01_RECALL75,576,1.0,9.739583,2.260417,3.666667,0.0,1.0,2.666667,0.944444,0.0,0.0,28.673611,3.666667,0.260417,43.008681,10.4375,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q02_RECALL50,576,1.0,9.583333,2.416667,3.666667,0.0,1.0,2.666667,0.965278,0.0,0.0,28.376736,3.666667,0.180556,29.826389,10.916667,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q03_RECALL25,576,1.0,9.416667,2.583333,3.666667,0.0,1.0,2.666667,0.979167,0.0,0.0,28.074653,3.666667,0.100694,16.640625,11.395833,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q04_DELAY1,576,1.0,9.916667,2.083333,3.666667,0.0,1.0,2.666667,0.916667,0.0,0.0,29.0,3.666667,0.333333,55.0,11.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q05_DELAY3,576,1.0,9.166667,2.833333,3.666667,0.0,1.0,2.666667,1.0,0.0,0.0,30.5,3.666667,0.333333,55.0,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q06_FALSE3,576,1.0,9.916667,2.083333,3.666667,0.0,1.0,2.666667,0.916667,0.0,0.0,37.5,3.666667,1.333333,221.5,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q07_DUP_OOO,576,1.0,9.916667,2.083333,3.666667,0.0,1.0,2.666667,0.916667,0.0,0.0,34.666667,3.666667,1.0,165.0,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q08_GUARDED,576,1.0,9.6875,2.3125,3.666667,0.0,1.0,2.666667,0.944444,0.0,0.0,33.739583,3.666667,0.829861,137.418403,7.71875,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q09_HOSTILE,576,0.5,7.625,4.375,2.0,0.0,1.0,1.333333,0.666667,0.0,0.0,33.032986,2.0,0.694444,115.152778,9.375,0.0,0.0
