trigger_policy,quality_id,disturbance_family,severity,horizon,n,completion,progress,retries,wakes,false_wakes,late_wakes,wasted_wakes,thrash,trigger_precision,trigger_recall,cost_proxy,storage_reads,storage_writes,storage_bytes,storage_age,escalation_event,escalation_failure
EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,8,48,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,1.0,1.0,161.5,8.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,12,48,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,1.0,1.0,161.5,10.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,4,48,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,1.0,1.0,161.5,6.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,8,48,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,1.0,1.0,161.5,8.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,12,48,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,1.0,1.0,161.5,10.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,4,48,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.5,1.0,1.0,164.5,6.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,8,48,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.5,1.0,1.0,164.5,8.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,12,48,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.5,1.0,1.0,164.5,10.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,4,48,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.5,1.0,1.0,164.5,6.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,8,48,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.5,1.0,1.0,164.5,8.0,1.0,0.0
EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,12,48,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.5,1.0,1.0,164.5,10.0,1.0,0.0
EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,4,48,0.5,4.5,3.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,11.75,0.5,0.5,83.75,7.0,0.5,0.0
EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,8,48,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,11.625,0.75,0.75,125.625,9.0,0.75,0.0
EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,12,48,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,11.583333,0.833333,0.833333,139.583333,11.0,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,4,48,0.833333,6.833333,1.166667,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,10.25,0.833333,0.833333,139.583333,6.333333,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,8,48,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,11.625,0.75,0.75,125.625,9.0,0.75,0.0
EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,12,48,0.75,13.25,2.75,0.75,0.0,0.25,0.0,0.75,0.75,0.75,12.625,0.75,0.75,125.625,11.5,0.75,0.0
EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,4,48,1.0,5.0,3.0,0.583333,0.0,0.416667,0.583333,0.0,0.583333,0.583333,11.541667,0.583333,0.583333,97.125,6.833333,0.583333,0.0
EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,8,48,1.0,9.0,3.0,0.833333,0.0,0.166667,0.833333,0.0,0.833333,0.833333,13.916667,0.833333,0.833333,138.75,8.666667,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,12,48,1.0,13.0,3.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,13.125,0.75,0.75,124.875,11.5,0.75,0.0
EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,0.833333,0.0,0.166667,0.833333,0.0,0.833333,0.833333,11.916667,0.833333,0.833333,138.75,6.333333,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,11.125,0.75,0.75,124.875,9.0,0.75,0.0
EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,0.916667,0.0,0.083333,0.916667,0.0,0.916667,0.916667,12.708333,0.916667,0.916667,152.625,10.5,0.916667,0.0
EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,4,48,0.583333,5.083333,2.916667,0.583333,0.0,0.416667,0.0,0.0,0.583333,0.583333,11.375,0.583333,0.583333,94.208333,6.833333,0.583333,0.0
EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,8,48,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.0,0.75,0.75,11.625,0.75,0.75,121.125,9.0,0.75,0.0
EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,12,48,0.666667,12.333333,3.666667,0.666667,0.0,0.333333,0.0,0.0,0.666667,0.666667,13.666667,0.666667,0.666667,107.666667,12.0,0.666667,0.0
EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,4,48,0.75,6.25,1.75,0.75,0.0,0.25,0.0,0.0,0.75,0.75,10.625,0.75,0.75,121.125,6.5,0.75,0.0
EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,8,48,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.0,0.833333,0.833333,10.916667,0.833333,0.833333,134.583333,8.666667,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,12,48,0.666667,12.333333,3.666667,0.666667,0.0,0.333333,0.0,0.0,0.666667,0.666667,13.666667,0.666667,0.666667,107.666667,12.0,0.666667,0.0
EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,4,48,0.666667,5.666667,2.333333,0.666667,0.0,0.333333,0.0,0.666667,0.666667,0.666667,11.0,0.666667,0.666667,109.666667,6.666667,0.666667,0.0
EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,8,48,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,10.916667,0.833333,0.833333,137.083333,8.666667,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,12,48,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,11.583333,0.833333,0.833333,137.083333,11.0,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,4,48,0.833333,6.833333,1.166667,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,10.25,0.833333,0.833333,137.083333,6.333333,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,8,48,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,10.916667,0.833333,0.833333,137.083333,8.666667,0.833333,0.0
EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,12,48,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,11.583333,0.833333,0.833333,137.083333,11.0,0.833333,0.0
EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,HIGH,4,48,0.166667,2.166667,5.833333,0.166667,0.0,0.833333,0.0,0.166667,0.166667,0.166667,13.25,0.166667,0.166667,27.916667,7.666667,0.166667,0.0
EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,HIGH,8,48,0.583333,8.25,3.75,0.583333,0.0,0.416667,0.0,0.583333,0.583333,0.583333,13.041667,0.583333,0.583333,97.708333,9.666667,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,HIGH,12,48,0.75,13.25,2.75,0.75,0.0,0.25,0.0,0.75,0.75,0.75,12.625,0.75,0.75,125.625,11.5,0.75,0.0
EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,LOW,4,48,0.583333,5.083333,2.916667,0.583333,0.0,0.416667,0.0,0.583333,0.583333,0.583333,11.375,0.583333,0.583333,97.708333,6.833333,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,LOW,8,48,0.583333,8.25,3.75,0.583333,0.0,0.416667,0.0,0.583333,0.583333,0.583333,13.041667,0.583333,0.583333,97.708333,9.666667,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,LOW,12,48,0.416667,9.583333,6.416667,0.416667,0.0,0.583333,0.0,0.416667,0.416667,0.416667,16.791667,0.416667,0.416667,69.791667,13.5,0.416667,0.0
EVENT_DRIVEN,Q02_RECALL50,CONTROL_FAILURE,HIGH,4,48,1.0,5.0,3.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,10.75,0.5,0.5,83.25,7.0,0.5,0.0
EVENT_DRIVEN,Q02_RECALL50,CONTROL_FAILURE,HIGH,8,48,1.0,9.0,3.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,10.75,0.5,0.5,83.25,10.0,0.5,0.0
EVENT_DRIVEN,Q02_RECALL50,CONTROL_FAILURE,HIGH,12,48,1.0,13.0,3.0,0.416667,0.0,0.583333,0.416667,0.0,0.416667,0.416667,9.958333,0.416667,0.416667,69.375,13.5,0.416667,0.0
EVENT_DRIVEN,Q02_RECALL50,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,8.75,0.5,0.5,83.25,7.0,0.5,0.0
EVENT_DRIVEN,Q02_RECALL50,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,11.125,0.75,0.75,124.875,9.0,0.75,0.0
EVENT_DRIVEN,Q02_RECALL50,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,0.583333,0.0,0.416667,0.583333,0.0,0.583333,0.583333,9.541667,0.583333,0.583333,97.125,12.5,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,POSE_SHIFT,HIGH,4,48,0.583333,5.083333,2.916667,0.583333,0.0,0.416667,0.0,0.0,0.583333,0.583333,11.375,0.583333,0.583333,94.208333,6.833333,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,POSE_SHIFT,HIGH,8,48,0.583333,8.25,3.75,0.583333,0.0,0.416667,0.0,0.0,0.583333,0.583333,13.041667,0.583333,0.583333,94.208333,9.666667,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,POSE_SHIFT,HIGH,12,48,0.5,10.5,5.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,15.75,0.5,0.5,80.75,13.0,0.5,0.0
EVENT_DRIVEN,Q02_RECALL50,POSE_SHIFT,LOW,4,48,0.583333,5.083333,2.916667,0.583333,0.0,0.416667,0.0,0.0,0.583333,0.583333,11.375,0.583333,0.583333,94.208333,6.833333,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,POSE_SHIFT,LOW,8,48,0.583333,8.25,3.75,0.583333,0.0,0.416667,0.0,0.0,0.583333,0.583333,13.041667,0.583333,0.583333,94.208333,9.666667,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,POSE_SHIFT,LOW,12,48,0.333333,8.666667,7.333333,0.333333,0.0,0.666667,0.0,0.0,0.333333,0.333333,17.833333,0.333333,0.333333,53.833333,14.0,0.333333,0.0
EVENT_DRIVEN,Q02_RECALL50,RESTRICTION_CHANGE,HIGH,4,48,0.416667,3.916667,4.083333,0.416667,0.0,0.583333,0.0,0.416667,0.416667,0.416667,12.125,0.416667,0.416667,68.541667,7.166667,0.416667,0.0
EVENT_DRIVEN,Q02_RECALL50,RESTRICTION_CHANGE,HIGH,8,48,0.666667,9.0,3.0,0.666667,0.0,0.333333,0.0,0.666667,0.666667,0.666667,12.333333,0.666667,0.666667,109.666667,9.333333,0.666667,0.0
EVENT_DRIVEN,Q02_RECALL50,RESTRICTION_CHANGE,HIGH,12,48,0.583333,11.416667,4.583333,0.583333,0.0,0.416667,0.0,0.583333,0.583333,0.583333,14.708333,0.583333,0.583333,95.958333,12.5,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,RESTRICTION_CHANGE,LOW,4,48,0.583333,5.083333,2.916667,0.583333,0.0,0.416667,0.0,0.583333,0.583333,0.583333,11.375,0.583333,0.583333,95.958333,6.833333,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,RESTRICTION_CHANGE,LOW,8,48,0.583333,8.25,3.75,0.583333,0.0,0.416667,0.0,0.583333,0.583333,0.583333,13.041667,0.583333,0.583333,95.958333,9.666667,0.583333,0.0
EVENT_DRIVEN,Q02_RECALL50,RESTRICTION_CHANGE,LOW,12,48,0.75,13.25,2.75,0.75,0.0,0.25,0.0,0.75,0.75,0.75,12.625,0.75,0.75,123.375,11.5,0.75,0.0
EVENT_DRIVEN,Q03_RECALL25,AVAILABILITY_LOSS,HIGH,4,48,0.166667,2.166667,5.833333,0.166667,0.0,0.833333,0.0,0.166667,0.166667,0.166667,13.25,0.166667,0.166667,27.916667,7.666667,0.166667,0.0
EVENT_DRIVEN,Q03_RECALL25,AVAILABILITY_LOSS,HIGH,8,48,0.416667,6.75,5.25,0.416667,0.0,0.583333,0.0,0.416667,0.416667,0.416667,14.458333,0.416667,0.416667,69.791667,10.333333,0.416667,0.0
EVENT_DRIVEN,Q03_RECALL25,AVAILABILITY_LOSS,HIGH,12,48,0.583333,11.416667,4.583333,0.583333,0.0,0.416667,0.0,0.583333,0.583333,0.583333,14.708333,0.583333,0.583333,97.708333,12.5,0.583333,0.0
EVENT_DRIVEN,Q03_RECALL25,AVAILABILITY_LOSS,LOW,4,48,0.416667,3.916667,4.083333,0.416667,0.0,0.583333,0.0,0.416667,0.416667,0.416667,12.125,0.416667,0.416667,69.791667,7.166667,0.416667,0.0
EVENT_DRIVEN,Q03_RECALL25,AVAILABILITY_LOSS,LOW,8,48,0.333333,6.0,6.0,0.333333,0.0,0.666667,0.0,0.333333,0.333333,0.333333,15.166667,0.333333,0.333333,55.833333,10.666667,0.333333,0.0
EVENT_DRIVEN,Q03_RECALL25,AVAILABILITY_LOSS,LOW,12,48,0.25,7.75,8.25,0.25,0.0,0.75,0.0,0.25,0.25,0.25,18.875,0.25,0.25,41.875,14.5,0.25,0.0
EVENT_DRIVEN,Q03_RECALL25,CONTROL_FAILURE,HIGH,4,48,1.0,5.0,3.0,0.25,0.0,0.75,0.25,0.0,0.25,0.25,8.375,0.25,0.25,41.625,7.5,0.25,0.0
EVENT_DRIVEN,Q03_RECALL25,CONTROL_FAILURE,HIGH,8,48,1.0,9.0,3.0,0.25,0.0,0.75,0.25,0.0,0.25,0.25,8.375,0.25,0.25,41.625,11.0,0.25,0.0
EVENT_DRIVEN,Q03_RECALL25,CONTROL_FAILURE,HIGH,12,48,1.0,13.0,3.0,0.166667,0.0,0.833333,0.166667,0.0,0.166667,0.166667,7.583333,0.166667,0.166667,27.75,15.0,0.166667,0.0
EVENT_DRIVEN,Q03_RECALL25,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,0.166667,0.0,0.833333,0.166667,0.0,0.166667,0.166667,5.583333,0.166667,0.166667,27.75,7.666667,0.166667,0.0
EVENT_DRIVEN,Q03_RECALL25,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,0.583333,0.0,0.416667,0.583333,0.0,0.583333,0.583333,9.541667,0.583333,0.583333,97.125,9.666667,0.583333,0.0
EVENT_DRIVEN,Q03_RECALL25,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,0.25,0.0,0.75,0.25,0.0,0.25,0.25,6.375,0.25,0.25,41.625,14.5,0.25,0.0
EVENT_DRIVEN,Q03_RECALL25,POSE_SHIFT,HIGH,4,48,0.083333,1.583333,6.416667,0.083333,0.0,0.916667,0.0,0.0,0.083333,0.083333,13.625,0.083333,0.083333,13.458333,7.833333,0.083333,0.0
EVENT_DRIVEN,Q03_RECALL25,POSE_SHIFT,HIGH,8,48,0.5,7.5,4.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,13.75,0.5,0.5,80.75,10.0,0.5,0.0
EVENT_DRIVEN,Q03_RECALL25,POSE_SHIFT,HIGH,12,48,0.166667,6.833333,9.166667,0.166667,0.0,0.833333,0.0,0.0,0.166667,0.166667,19.916667,0.166667,0.166667,26.916667,15.0,0.166667,0.0
EVENT_DRIVEN,Q03_RECALL25,POSE_SHIFT,LOW,4,48,0.5,4.5,3.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,11.75,0.5,0.5,80.75,7.0,0.5,0.0
EVENT_DRIVEN,Q03_RECALL25,POSE_SHIFT,LOW,8,48,0.5,7.5,4.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,13.75,0.5,0.5,80.75,10.0,0.5,0.0
EVENT_DRIVEN,Q03_RECALL25,POSE_SHIFT,LOW,12,48,0.333333,8.666667,7.333333,0.333333,0.0,0.666667,0.0,0.0,0.333333,0.333333,17.833333,0.333333,0.333333,53.833333,14.0,0.333333,0.0
EVENT_DRIVEN,Q03_RECALL25,RESTRICTION_CHANGE,HIGH,4,48,0.083333,1.583333,6.416667,0.083333,0.0,0.916667,0.0,0.083333,0.083333,0.083333,13.625,0.083333,0.083333,13.708333,7.833333,0.083333,0.0
EVENT_DRIVEN,Q03_RECALL25,RESTRICTION_CHANGE,HIGH,8,48,0.416667,6.75,5.25,0.416667,0.0,0.583333,0.0,0.416667,0.416667,0.416667,14.458333,0.416667,0.416667,68.541667,10.333333,0.416667,0.0
EVENT_DRIVEN,Q03_RECALL25,RESTRICTION_CHANGE,HIGH,12,48,0.25,7.75,8.25,0.25,0.0,0.75,0.0,0.25,0.25,0.25,18.875,0.25,0.25,41.125,14.5,0.25,0.0
EVENT_DRIVEN,Q03_RECALL25,RESTRICTION_CHANGE,LOW,4,48,0.25,2.75,5.25,0.25,0.0,0.75,0.0,0.25,0.25,0.25,12.875,0.25,0.25,41.125,7.5,0.25,0.0
EVENT_DRIVEN,Q03_RECALL25,RESTRICTION_CHANGE,LOW,8,48,0.416667,6.75,5.25,0.416667,0.0,0.583333,0.0,0.416667,0.416667,0.416667,14.458333,0.416667,0.416667,68.541667,10.333333,0.416667,0.0
EVENT_DRIVEN,Q03_RECALL25,RESTRICTION_CHANGE,LOW,12,48,0.416667,9.583333,6.416667,0.416667,0.0,0.583333,0.0,0.416667,0.416667,0.416667,16.791667,0.416667,0.416667,68.541667,13.5,0.416667,0.0
EVENT_DRIVEN,Q04_DELAY1,AVAILABILITY_LOSS,HIGH,4,48,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,167.5,5.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,AVAILABILITY_LOSS,HIGH,8,48,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,167.5,7.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,AVAILABILITY_LOSS,HIGH,12,48,1.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,167.5,9.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,AVAILABILITY_LOSS,LOW,4,48,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,167.5,5.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,AVAILABILITY_LOSS,LOW,8,48,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,167.5,7.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,AVAILABILITY_LOSS,LOW,12,48,1.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,167.5,9.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,CONTROL_FAILURE,HIGH,4,48,1.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.5,1.0,1.0,166.5,5.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,CONTROL_FAILURE,HIGH,8,48,1.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.5,1.0,1.0,166.5,7.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,CONTROL_FAILURE,HIGH,12,48,1.0,13.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.5,1.0,1.0,166.5,9.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,13.5,1.0,1.0,166.5,5.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,13.5,1.0,1.0,166.5,7.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,13.5,1.0,1.0,166.5,9.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,POSE_SHIFT,HIGH,4,48,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.5,1.0,1.0,161.5,5.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,POSE_SHIFT,HIGH,8,48,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.5,1.0,1.0,161.5,7.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,POSE_SHIFT,HIGH,12,48,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.5,1.0,1.0,161.5,9.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,POSE_SHIFT,LOW,4,48,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.5,1.0,1.0,161.5,5.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,POSE_SHIFT,LOW,8,48,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.5,1.0,1.0,161.5,7.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,POSE_SHIFT,LOW,12,48,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.5,1.0,1.0,161.5,9.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,RESTRICTION_CHANGE,HIGH,4,48,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,164.5,5.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,RESTRICTION_CHANGE,HIGH,8,48,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,164.5,7.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,RESTRICTION_CHANGE,HIGH,12,48,1.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,164.5,9.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,RESTRICTION_CHANGE,LOW,4,48,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,164.5,5.0,1.0,0.0
