storage_variant,trigger_policy,quality_id,disturbance_family,severity,horizon,prompt_envelope,n,completion,progress,retries,wakes,false_wakes,late_wakes,wasted_wakes,thrash,trigger_precision,trigger_recall,cost_proxy,storage_reads,storage_writes,storage_bytes,storage_age,escalation_event,escalation_failure
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,HIGH,8,VERBOSE_TYPED,12,1.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0,1.0,1.0,167.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,HIGH,12,COMPACT_TYPED,12,1.0,13.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,1.0,1.0,166.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,HIGH,12,VERBOSE_TYPED,12,1.0,13.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0,1.0,1.0,167.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,4,COMPACT_TYPED,12,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,166.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,4,VERBOSE_TYPED,12,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,167.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,8,COMPACT_TYPED,12,1.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,166.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,8,VERBOSE_TYPED,12,1.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,167.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,12,COMPACT_TYPED,12,1.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,166.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,12,VERBOSE_TYPED,12,1.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,167.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,4,COMPACT_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,4,VERBOSE_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,8,COMPACT_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,8,VERBOSE_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,12,COMPACT_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,12,VERBOSE_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,4,COMPACT_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,4,VERBOSE_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,8,COMPACT_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,8,VERBOSE_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,12,COMPACT_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,12,VERBOSE_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,4,COMPACT_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,4,VERBOSE_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,8,COMPACT_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,8,VERBOSE_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,12,COMPACT_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,12,VERBOSE_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,4,COMPACT_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,4,VERBOSE_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,8,COMPACT_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,8,VERBOSE_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,12,COMPACT_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,12,VERBOSE_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,4,COMPACT_TYPED,12,0.5,4.5,3.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,11.0,0.5,0.5,83.5,7.0,0.5,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,4,VERBOSE_TYPED,12,0.5,4.5,3.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,12.5,0.5,0.5,84.0,7.0,0.5,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,8,COMPACT_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,10.5,0.75,0.75,125.25,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,8,VERBOSE_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,12.75,0.75,0.75,126.0,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,12,COMPACT_TYPED,12,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,10.333333,0.833333,0.833333,139.166667,11.0,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,12,VERBOSE_TYPED,12,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,12.833333,0.833333,0.833333,140.0,11.0,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,4,COMPACT_TYPED,12,0.833333,6.833333,1.166667,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,9.0,0.833333,0.833333,139.166667,6.333333,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,4,VERBOSE_TYPED,12,0.833333,6.833333,1.166667,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,11.5,0.833333,0.833333,140.0,6.333333,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,8,COMPACT_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,10.5,0.75,0.75,125.25,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,8,VERBOSE_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,12.75,0.75,0.75,126.0,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,12,COMPACT_TYPED,12,0.75,13.25,2.75,0.75,0.0,0.25,0.0,0.75,0.75,0.75,11.5,0.75,0.75,125.25,11.5,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,12,VERBOSE_TYPED,12,0.75,13.25,2.75,0.75,0.0,0.25,0.0,0.75,0.75,0.75,13.75,0.75,0.75,126.0,11.5,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,4,COMPACT_TYPED,12,1.0,5.0,3.0,0.583333,0.0,0.416667,0.583333,0.0,0.583333,0.583333,10.666667,0.583333,0.583333,96.833333,6.833333,0.583333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,4,VERBOSE_TYPED,12,1.0,5.0,3.0,0.583333,0.0,0.416667,0.583333,0.0,0.583333,0.583333,12.416667,0.583333,0.583333,97.416667,6.833333,0.583333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,8,COMPACT_TYPED,12,1.0,9.0,3.0,0.833333,0.0,0.166667,0.833333,0.0,0.833333,0.833333,12.666667,0.833333,0.833333,138.333333,8.666667,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,8,VERBOSE_TYPED,12,1.0,9.0,3.0,0.833333,0.0,0.166667,0.833333,0.0,0.833333,0.833333,15.166667,0.833333,0.833333,139.166667,8.666667,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,12,COMPACT_TYPED,12,1.0,13.0,3.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,12.0,0.75,0.75,124.5,11.5,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,12,VERBOSE_TYPED,12,1.0,13.0,3.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,14.25,0.75,0.75,125.25,11.5,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,4,COMPACT_TYPED,12,1.0,6.0,2.0,0.833333,0.0,0.166667,0.833333,0.0,0.833333,0.833333,10.666667,0.833333,0.833333,138.333333,6.333333,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,4,VERBOSE_TYPED,12,1.0,6.0,2.0,0.833333,0.0,0.166667,0.833333,0.0,0.833333,0.833333,13.166667,0.833333,0.833333,139.166667,6.333333,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,8,COMPACT_TYPED,12,1.0,10.0,2.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,10.0,0.75,0.75,124.5,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,8,VERBOSE_TYPED,12,1.0,10.0,2.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,12.25,0.75,0.75,125.25,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,12,COMPACT_TYPED,12,1.0,14.0,2.0,0.916667,0.0,0.083333,0.916667,0.0,0.916667,0.916667,11.333333,0.916667,0.916667,152.166667,10.5,0.916667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,12,VERBOSE_TYPED,12,1.0,14.0,2.0,0.916667,0.0,0.083333,0.916667,0.0,0.916667,0.916667,14.083333,0.916667,0.916667,153.083333,10.5,0.916667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,4,COMPACT_TYPED,12,0.583333,5.083333,2.916667,0.583333,0.0,0.416667,0.0,0.0,0.583333,0.583333,10.5,0.583333,0.583333,93.916667,6.833333,0.583333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,4,VERBOSE_TYPED,12,0.583333,5.083333,2.916667,0.583333,0.0,0.416667,0.0,0.0,0.583333,0.583333,12.25,0.583333,0.583333,94.5,6.833333,0.583333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,8,COMPACT_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.0,0.75,0.75,10.5,0.75,0.75,120.75,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,8,VERBOSE_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.0,0.75,0.75,12.75,0.75,0.75,121.5,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,12,COMPACT_TYPED,12,0.666667,12.333333,3.666667,0.666667,0.0,0.333333,0.0,0.0,0.666667,0.666667,12.666667,0.666667,0.666667,107.333333,12.0,0.666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,12,VERBOSE_TYPED,12,0.666667,12.333333,3.666667,0.666667,0.0,0.333333,0.0,0.0,0.666667,0.666667,14.666667,0.666667,0.666667,108.0,12.0,0.666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,4,COMPACT_TYPED,12,0.75,6.25,1.75,0.75,0.0,0.25,0.0,0.0,0.75,0.75,9.5,0.75,0.75,120.75,6.5,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,4,VERBOSE_TYPED,12,0.75,6.25,1.75,0.75,0.0,0.25,0.0,0.0,0.75,0.75,11.75,0.75,0.75,121.5,6.5,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,8,COMPACT_TYPED,12,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.0,0.833333,0.833333,9.666667,0.833333,0.833333,134.166667,8.666667,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,8,VERBOSE_TYPED,12,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.0,0.833333,0.833333,12.166667,0.833333,0.833333,135.0,8.666667,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,12,COMPACT_TYPED,12,0.666667,12.333333,3.666667,0.666667,0.0,0.333333,0.0,0.0,0.666667,0.666667,12.666667,0.666667,0.666667,107.333333,12.0,0.666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,12,VERBOSE_TYPED,12,0.666667,12.333333,3.666667,0.666667,0.0,0.333333,0.0,0.0,0.666667,0.666667,14.666667,0.666667,0.666667,108.0,12.0,0.666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,4,COMPACT_TYPED,12,0.666667,5.666667,2.333333,0.666667,0.0,0.333333,0.0,0.666667,0.666667,0.666667,10.0,0.666667,0.666667,109.333333,6.666667,0.666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,4,VERBOSE_TYPED,12,0.666667,5.666667,2.333333,0.666667,0.0,0.333333,0.0,0.666667,0.666667,0.666667,12.0,0.666667,0.666667,110.0,6.666667,0.666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,8,COMPACT_TYPED,12,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,9.666667,0.833333,0.833333,136.666667,8.666667,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,8,VERBOSE_TYPED,12,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,12.166667,0.833333,0.833333,137.5,8.666667,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,12,COMPACT_TYPED,12,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,10.333333,0.833333,0.833333,136.666667,11.0,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,12,VERBOSE_TYPED,12,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,12.833333,0.833333,0.833333,137.5,11.0,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,4,COMPACT_TYPED,12,0.833333,6.833333,1.166667,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,9.0,0.833333,0.833333,136.666667,6.333333,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,4,VERBOSE_TYPED,12,0.833333,6.833333,1.166667,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,11.5,0.833333,0.833333,137.5,6.333333,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,8,COMPACT_TYPED,12,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,9.666667,0.833333,0.833333,136.666667,8.666667,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,8,VERBOSE_TYPED,12,0.833333,10.5,1.5,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,12.166667,0.833333,0.833333,137.5,8.666667,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,12,COMPACT_TYPED,12,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,10.333333,0.833333,0.833333,136.666667,11.0,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,12,VERBOSE_TYPED,12,0.833333,14.166667,1.833333,0.833333,0.0,0.166667,0.0,0.833333,0.833333,0.833333,12.833333,0.833333,0.833333,137.5,11.0,0.833333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,HIGH,4,COMPACT_TYPED,12,0.166667,2.166667,5.833333,0.166667,0.0,0.833333,0.0,0.166667,0.166667,0.166667,13.0,0.166667,0.166667,27.833333,7.666667,0.166667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,HIGH,4,VERBOSE_TYPED,12,0.166667,2.166667,5.833333,0.166667,0.0,0.833333,0.0,0.166667,0.166667,0.166667,13.5,0.166667,0.166667,28.0,7.666667,0.166667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q02_RECALL50,AVAILABILITY_LOSS,HIGH,8,COMPACT_TYPED,12,0.583333,8.25,3.75,0.583333,0.0,0.416667,0.0,0.583333,0.583333,0.583333,12.166667,0.583333,0.583333,97.416667,9.666667,0.583333,0.0
