storage_variant,trigger_policy,quality_id,disturbance_family,severity,horizon,prompt_envelope,n,completion,progress,retries,wakes,false_wakes,late_wakes,wasted_wakes,thrash,trigger_precision,trigger_recall,cost_proxy,storage_reads,storage_writes,storage_bytes,storage_age,escalation_event,escalation_failure
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,HIGH,8,VERBOSE_TYPED,12,1.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0,1.0,1.0,167.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,HIGH,12,COMPACT_TYPED,12,1.0,13.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,1.0,1.0,166.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,HIGH,12,VERBOSE_TYPED,12,1.0,13.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0,1.0,1.0,167.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,4,COMPACT_TYPED,12,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,166.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,4,VERBOSE_TYPED,12,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,167.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,8,COMPACT_TYPED,12,1.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,166.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,8,VERBOSE_TYPED,12,1.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,167.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,12,COMPACT_TYPED,12,1.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,166.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,CONTROL_FAILURE,LOW,12,VERBOSE_TYPED,12,1.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,167.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,4,COMPACT_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,4,VERBOSE_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,8,COMPACT_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,8,VERBOSE_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,12,COMPACT_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,HIGH,12,VERBOSE_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,4,COMPACT_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,4,VERBOSE_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,8,COMPACT_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,8,VERBOSE_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,12,COMPACT_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,161.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,POSE_SHIFT,LOW,12,VERBOSE_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,1.0,162.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,4,COMPACT_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,4,VERBOSE_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,8,COMPACT_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,8,VERBOSE_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,12,COMPACT_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,HIGH,12,VERBOSE_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,4,COMPACT_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,4,VERBOSE_TYPED,12,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,6.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,8,COMPACT_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,8,VERBOSE_TYPED,12,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,8.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,12,COMPACT_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,164.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q00_CLEAN,RESTRICTION_CHANGE,LOW,12,VERBOSE_TYPED,12,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,165.0,10.0,1.0,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,4,COMPACT_TYPED,12,0.58333333,5.08333333,2.91666667,0.58333333,0.0,0.41666667,0.0,0.58333333,0.58333333,0.58333333,10.5,0.58333333,0.58333333,97.41666667,6.83333333,0.58333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,4,VERBOSE_TYPED,12,0.58333333,5.08333333,2.91666667,0.58333333,0.0,0.41666667,0.0,0.58333333,0.58333333,0.58333333,12.25,0.58333333,0.58333333,98.0,6.83333333,0.58333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,8,COMPACT_TYPED,12,0.83333333,10.5,1.5,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,9.66666667,0.83333333,0.83333333,139.16666667,8.66666667,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,8,VERBOSE_TYPED,12,0.83333333,10.5,1.5,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,12.16666667,0.83333333,0.83333333,140.0,8.66666667,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,12,COMPACT_TYPED,12,0.66666667,12.33333333,3.66666667,0.66666667,0.0,0.33333333,0.0,0.66666667,0.66666667,0.66666667,12.66666667,0.66666667,0.66666667,111.33333333,12.0,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,HIGH,12,VERBOSE_TYPED,12,0.66666667,12.33333333,3.66666667,0.66666667,0.0,0.33333333,0.0,0.66666667,0.66666667,0.66666667,14.66666667,0.66666667,0.66666667,112.0,12.0,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,4,COMPACT_TYPED,12,0.66666667,5.66666667,2.33333333,0.66666667,0.0,0.33333333,0.0,0.66666667,0.66666667,0.66666667,10.0,0.66666667,0.66666667,111.33333333,6.66666667,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,4,VERBOSE_TYPED,12,0.66666667,5.66666667,2.33333333,0.66666667,0.0,0.33333333,0.0,0.66666667,0.66666667,0.66666667,12.0,0.66666667,0.66666667,112.0,6.66666667,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,8,COMPACT_TYPED,12,0.83333333,10.5,1.5,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,9.66666667,0.83333333,0.83333333,139.16666667,8.66666667,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,8,VERBOSE_TYPED,12,0.83333333,10.5,1.5,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,12.16666667,0.83333333,0.83333333,140.0,8.66666667,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,12,COMPACT_TYPED,12,0.83333333,14.16666667,1.83333333,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,10.33333333,0.83333333,0.83333333,139.16666667,11.0,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,AVAILABILITY_LOSS,LOW,12,VERBOSE_TYPED,12,0.83333333,14.16666667,1.83333333,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,12.83333333,0.83333333,0.83333333,140.0,11.0,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,4,COMPACT_TYPED,12,1.0,5.0,3.0,0.66666667,0.0,0.33333333,0.66666667,0.0,0.66666667,0.66666667,11.33333333,0.66666667,0.66666667,110.66666667,6.66666667,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,4,VERBOSE_TYPED,12,1.0,5.0,3.0,0.66666667,0.0,0.33333333,0.66666667,0.0,0.66666667,0.66666667,13.33333333,0.66666667,0.66666667,111.33333333,6.66666667,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,8,COMPACT_TYPED,12,1.0,9.0,3.0,0.58333333,0.0,0.41666667,0.58333333,0.0,0.58333333,0.58333333,10.66666667,0.58333333,0.58333333,96.83333333,9.66666667,0.58333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,8,VERBOSE_TYPED,12,1.0,9.0,3.0,0.58333333,0.0,0.41666667,0.58333333,0.0,0.58333333,0.58333333,12.41666667,0.58333333,0.58333333,97.41666667,9.66666667,0.58333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,12,COMPACT_TYPED,12,1.0,13.0,3.0,0.83333333,0.0,0.16666667,0.83333333,0.0,0.83333333,0.83333333,12.66666667,0.83333333,0.83333333,138.33333333,11.0,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,HIGH,12,VERBOSE_TYPED,12,1.0,13.0,3.0,0.83333333,0.0,0.16666667,0.83333333,0.0,0.83333333,0.83333333,15.16666667,0.83333333,0.83333333,139.16666667,11.0,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,4,COMPACT_TYPED,12,1.0,6.0,2.0,0.91666667,0.0,0.08333333,0.91666667,0.0,0.91666667,0.91666667,11.33333333,0.91666667,0.91666667,152.16666667,6.16666667,0.91666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,4,VERBOSE_TYPED,12,1.0,6.0,2.0,0.91666667,0.0,0.08333333,0.91666667,0.0,0.91666667,0.91666667,14.08333333,0.91666667,0.91666667,153.08333333,6.16666667,0.91666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,8,COMPACT_TYPED,12,1.0,10.0,2.0,0.66666667,0.0,0.33333333,0.66666667,0.0,0.66666667,0.66666667,9.33333333,0.66666667,0.66666667,110.66666667,9.33333333,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,8,VERBOSE_TYPED,12,1.0,10.0,2.0,0.66666667,0.0,0.33333333,0.66666667,0.0,0.66666667,0.66666667,11.33333333,0.66666667,0.66666667,111.33333333,9.33333333,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,12,COMPACT_TYPED,12,1.0,14.0,2.0,0.83333333,0.0,0.16666667,0.83333333,0.0,0.83333333,0.83333333,10.66666667,0.83333333,0.83333333,138.33333333,11.0,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,CONTROL_FAILURE,LOW,12,VERBOSE_TYPED,12,1.0,14.0,2.0,0.83333333,0.0,0.16666667,0.83333333,0.0,0.83333333,0.83333333,13.16666667,0.83333333,0.83333333,139.16666667,11.0,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,4,COMPACT_TYPED,12,0.66666667,5.66666667,2.33333333,0.66666667,0.0,0.33333333,0.0,0.0,0.66666667,0.66666667,10.0,0.66666667,0.66666667,107.33333333,6.66666667,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,4,VERBOSE_TYPED,12,0.66666667,5.66666667,2.33333333,0.66666667,0.0,0.33333333,0.0,0.0,0.66666667,0.66666667,12.0,0.66666667,0.66666667,108.0,6.66666667,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,8,COMPACT_TYPED,12,0.41666667,6.75,5.25,0.41666667,0.0,0.58333333,0.0,0.0,0.41666667,0.41666667,13.83333333,0.41666667,0.41666667,67.08333333,10.33333333,0.41666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,8,VERBOSE_TYPED,12,0.41666667,6.75,5.25,0.41666667,0.0,0.58333333,0.0,0.0,0.41666667,0.41666667,15.08333333,0.41666667,0.41666667,67.5,10.33333333,0.41666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,12,COMPACT_TYPED,12,0.66666667,12.33333333,3.66666667,0.66666667,0.0,0.33333333,0.0,0.0,0.66666667,0.66666667,12.66666667,0.66666667,0.66666667,107.33333333,12.0,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,HIGH,12,VERBOSE_TYPED,12,0.66666667,12.33333333,3.66666667,0.66666667,0.0,0.33333333,0.0,0.0,0.66666667,0.66666667,14.66666667,0.66666667,0.66666667,108.0,12.0,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,4,COMPACT_TYPED,12,0.66666667,5.66666667,2.33333333,0.66666667,0.0,0.33333333,0.0,0.0,0.66666667,0.66666667,10.0,0.66666667,0.66666667,107.33333333,6.66666667,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,4,VERBOSE_TYPED,12,0.66666667,5.66666667,2.33333333,0.66666667,0.0,0.33333333,0.0,0.0,0.66666667,0.66666667,12.0,0.66666667,0.66666667,108.0,6.66666667,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,8,COMPACT_TYPED,12,0.58333333,8.25,3.75,0.58333333,0.0,0.41666667,0.0,0.0,0.58333333,0.58333333,12.16666667,0.58333333,0.58333333,93.91666667,9.66666667,0.58333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,8,VERBOSE_TYPED,12,0.58333333,8.25,3.75,0.58333333,0.0,0.41666667,0.0,0.0,0.58333333,0.58333333,13.91666667,0.58333333,0.58333333,94.5,9.66666667,0.58333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,12,COMPACT_TYPED,12,0.66666667,12.33333333,3.66666667,0.66666667,0.0,0.33333333,0.0,0.0,0.66666667,0.66666667,12.66666667,0.66666667,0.66666667,107.33333333,12.0,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,POSE_SHIFT,LOW,12,VERBOSE_TYPED,12,0.66666667,12.33333333,3.66666667,0.66666667,0.0,0.33333333,0.0,0.0,0.66666667,0.66666667,14.66666667,0.66666667,0.66666667,108.0,12.0,0.66666667,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,4,COMPACT_TYPED,12,0.75,6.25,1.75,0.75,0.0,0.25,0.0,0.75,0.75,0.75,9.5,0.75,0.75,123.0,6.5,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,4,VERBOSE_TYPED,12,0.75,6.25,1.75,0.75,0.0,0.25,0.0,0.75,0.75,0.75,11.75,0.75,0.75,123.75,6.5,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,8,COMPACT_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,10.5,0.75,0.75,123.0,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,8,VERBOSE_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,12.75,0.75,0.75,123.75,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,12,COMPACT_TYPED,12,0.83333333,14.16666667,1.83333333,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,10.33333333,0.83333333,0.83333333,136.66666667,11.0,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,HIGH,12,VERBOSE_TYPED,12,0.83333333,14.16666667,1.83333333,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,12.83333333,0.83333333,0.83333333,137.5,11.0,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,4,COMPACT_TYPED,12,0.83333333,6.83333333,1.16666667,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,9.0,0.83333333,0.83333333,136.66666667,6.33333333,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,4,VERBOSE_TYPED,12,0.83333333,6.83333333,1.16666667,0.83333333,0.0,0.16666667,0.0,0.83333333,0.83333333,0.83333333,11.5,0.83333333,0.83333333,137.5,6.33333333,0.83333333,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,8,COMPACT_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,10.5,0.75,0.75,123.0,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,8,VERBOSE_TYPED,12,0.75,9.75,2.25,0.75,0.0,0.25,0.0,0.75,0.75,0.75,12.75,0.75,0.75,123.75,9.0,0.75,0.0
LIVE_BELIEF,EVENT_DRIVEN,Q01_RECALL75,RESTRICTION_CHANGE,LOW,12,COMPACT_TYPED,12,0.75,13.25,2.75,0.75,0.0,0.25,0.0,0.75,0.75,0.75,11.5,0.75,0.75,123.0,11.5,0.75,0.0
