draw_id,R3-R0:mission_success:sampled_seeds,R3-R0:safety_composite:sampled_seeds,R3-R0:progress:sampled_seeds,R3-R0:total_wakes:sampled_seeds,R3-R1:mission_success:sampled_seeds,R3-R1:safety_composite:sampled_seeds,R3-R1:progress:sampled_seeds,R3-R1:total_wakes:sampled_seeds,R3-R2:mission_success:sampled_seeds,R3-R2:safety_composite:sampled_seeds,R3-R2:progress:sampled_seeds,R3-R2:total_wakes:sampled_seeds,P4-P6:mission_success:sampled_seeds,P4-P6:progress:sampled_seeds,R3-R0:mission_success,R3-R0:safety_composite,R3-R0:progress,R3-R0:total_wakes,R3-R1:mission_success,R3-R1:safety_composite,R3-R1:progress,R3-R1:total_wakes,R3-R2:mission_success,R3-R2:safety_composite,R3-R2:progress,R3-R2:total_wakes,P4-P6:mission_success,P4-P6:progress
10,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262407|20262403|20262406|20262408|20262405|20262410|20262408|20262407|20262405|20262403,20262401|20262401|20262401|20262403|20262401,20262401|20262401|20262401|20262403|20262401,0.6700000000000002,0.0,0.6148320910165557,-0.5599999999999999,0.255,0.0,0.24395137742896825,0.18666666666666668,0.0,0.0,1.6182466934984876e-09,-0.6599999999999999,-0.3333333333333333,-0.2780141809952314
11,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262403|20262409|20262407|20262401|20262407|20262407|20262409|20262406|20262403|20262405,20262401|20262401|20262401|20262403|20262402,20262401|20262401|20262401|20262403|20262402,0.6733333333333335,0.0,0.6229102374560082,-0.5783333333333334,0.22000000000000003,0.0,0.21028378762724448,0.15333333333333335,0.0,0.0,-1.4173444571515443e-08,-0.6933333333333334,-0.35,-0.29389889896441973
12,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262406|20262409|20262405|20262402|20262409|20262409|20262405|20262405,20262401|20262401|20262401|20262403|20262403,20262401|20262401|20262401|20262403|20262403,0.6766666666666667,0.0,0.6279962632191017,-0.5799999999999998,0.205,0.0,0.19571669854274515,0.13833333333333336,0.0,0.0,4.544186694340385e-09,-0.7066666666666668,-0.3333333333333333,-0.2778626409096906
13,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262405|20262408|20262405|20262410|20262405|20262406|20262406|20262409|20262404,20262401|20262401|20262401|20262403|20262404,20262401|20262401|20262401|20262403|20262404,0.6733333333333335,0.0,0.6201116125194572,-0.5533333333333333,0.24,0.0,0.22945009503680186,0.18,0.0,0.0,5.520936754062805e-09,-0.6733333333333332,-0.35,-0.29456082782767085
14,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262402|20262402|20262408|20262401|20262409|20262405|20262404|20262406|20262407|20262408,20262401|20262401|20262401|20262403|20262405,20262401|20262401|20262401|20262403|20262405,0.6700000000000002,0.0,0.6183368394285603,-0.5516666666666666,0.23500000000000001,0.0,0.22491956895594165,0.16833333333333333,0.0,0.0,-2.3337763204733797e-08,-0.68,-0.31666666666666665,-0.26770093416582297
15,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262410|20262404|20262408|20262401|20262407|20262410|20262402|20262410|20262406|20262402,20262401|20262401|20262401|20262404|20262401,20262401|20262401|20262401|20262404|20262401,0.6766666666666667,0.0,0.6232818600802309,-0.5633333333333334,0.265,0.0,0.254475866395958,0.17666666666666667,0.0,0.0,9.162895037347536e-09,-0.6466666666666667,-0.35,-0.29471236791321165
16,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262410|20262404|20262407|20262406|20262402|20262406|20262408|20262401|20262404,20262401|20262401|20262401|20262404|20262402,20262401|20262401|20262401|20262404|20262402,0.6700000000000002,0.0,0.6162920781496715,-0.5433333333333332,0.255,0.0,0.24435194802747912,0.18666666666666668,0.0,0.0,-3.466170125698831e-08,-0.6599999999999999,-0.3666666666666667,-0.3105970858824
17,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262408|20262405|20262410|20262402|20262409|20262406|20262402|20262408|20262407|20262407,20262401|20262401|20262401|20262404|20262403,20262401|20262401|20262401|20262404|20262403,0.6733333333333335,0.0,0.6216367593040928,-0.5616666666666666,0.24,0.0,0.2299322922641768,0.16333333333333333,0.0,0.0,5.922674758037262e-10,-0.6733333333333333,-0.35,-0.29456082782767085
18,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262407|20262407|20262406|20262409|20262403|20262401|20262404|20262406|20262403|20262409,20262401|20262401|20262401|20262404|20262404,20262401|20262401|20262401|20262404|20262404,0.6733333333333335,0.0,0.623055836804612,-0.5616666666666666,0.22000000000000003,0.0,0.21030013297339276,0.16166666666666668,0.0,0.0,-2.7673145283439262e-08,-0.6933333333333334,-0.3666666666666667,-0.31125901474565104
19,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262406|20262410|20262407|20262406|20262410|20262408|20262409|20262409|20262410|20262401,20262401|20262401|20262401|20262404|20262405,20262401|20262401|20262401|20262404|20262405,0.6833333333333333,0.0,0.6322402610418875,-0.5666666666666667,0.23500000000000001,0.0,0.224987762800244,0.1716666666666667,0.0,0.0,2.7405208865571854e-08,-0.6733333333333333,-0.33333333333333337,-0.2843991210838032
